Record_id,Attribute_name,y_pred,y_act,Reason,total_vals,num_nans,%_nans,mean_word_count,std_dev_word_count,has_delimeters,sample_1,sample_2,sample_3,sample_4,sample_5,pd_infer_type
43,publish_time,string,date datetime datetime64 time timedelta timedelta64 period,c,732110,0,0.0,1.0,0.0,False,201607050842,201609281252,201611260118,201612212217,201607050622,datetime
43,headline_text,string,string mixed-integer mixed-integer-float,g,732110,8,1.0927319665077653e-05,9.650324404802557,2.4636466282583616,True,BRIEF-Pennar Engineered Building Systems Sept-qtr profit rises,Nestle to buy medical device company Phagenesis in stages,EU Commission proposes looser rules for venture capital,UPDATE 1-Qatar Airways talks to Boeing after more Airbus A320 problems,Dominguez elected South American Football Confederation President,string
44,publish_time,string,date datetime datetime64 time timedelta timedelta64 period,c,799921,0,0.0,1.0,0.0,False,201702081722,201702242258,201706161802,201705191209,201701051510,datetime
44,headline_text,string,string mixed-integer mixed-integer-float,g,799921,0,0.0,9.948047369677756,2.62095632263794,True,Virginia governor vetoes bill defunding Planned Parenthood,BRIEF-Erin energy Q4 revenue $21.1 million,Indian shares rise for third session; boosted by financials,BRIEF-Gluskin Sheff appoints Nancy Lockhart as Chair of the Board,BRIEF-Egypt Free Shops Q1 standalone profit rises,string
48,Style,string mixed categorical boolean unicode,string mixed categorical boolean unicode,m,73861,596,0.008069211085687979,2.369017478777704,0.8947394097862428,False,German Pilsner (Pils),Winter Seasonal Beer,Kölsch,Saison,Old Ale,string
48,PrimingMethod,string,string,n,73861,67095,0.9083954996547569,1.0542640906567742,0.2847421636088264,True,NANVAL!,NANVAL!,NANVAL!,NANVAL!,NANVAL!,string
48,PrimingAmount,string,string,n,73861,69087,0.9353650776458484,1.0677624185970946,0.39929008323609466,True,NANVAL!,NANVAL!,5oz,NANVAL!,NANVAL!,string
48,URL,string,string,h,73861,0,0.0,1.0,0.0,False,/homebrew/recipe/view/246372/freo-pale-ale,/homebrew/recipe/view/345892/karps-lager-v2,/homebrew/recipe/view/510107/wittebrew,/homebrew/recipe/view/477857/north-of-the-border-vienna,/homebrew/recipe/view/451103/deed-canary-prototype,string
51,color,string mixed categorical boolean unicode,string mixed categorical boolean unicode,m,29421,3626,0.1232453009754937,1.1613813262635533,0.3683439792781769,False,lynx /gray,flame,orange,brown /white,brown /white,string
51,age_upon_outcome,string,floating mixed-integer mixed-integer-float decimal complex,a,29421,0,0.0,2.0,0.0,False,3 months,6 months,3 weeks,2 years,2 years,string
51,date_of_birth,string,date datetime datetime64 time timedelta timedelta64 period,c,29421,0,0.0,2.0,0.0,False,2014-07-14 00:00:00,2014-08-15 00:00:00,2013-06-21 00:00:00,2011-10-21 00:00:00,2015-05-03 00:00:00,datetime
51,datetime,date datetime datetime64 time timedelta timedelta64 period,date datetime datetime64 time timedelta timedelta64 period,c,29421,0,0.0,2.0,0.0,False,2017-09-17 17:53:00,2014-08-26 14:00:00,2013-12-16 13:05:00,2015-12-14 19:18:00,2013-12-16 14:00:00,datetime
51,monthyear,date datetime datetime64 time timedelta timedelta64 period,date datetime datetime64 time timedelta timedelta64 period,c,29421,0,0.0,1.0,0.0,False,2014-08-26T09:00:00,2016-01-27T13:36:00,2015-10-12T00:00:00,2014-07-16T12:59:00,2014-10-09T18:38:00,datetime
51,age_group,string,string mixed categorical boolean unicode,j,29421,0,0.0,2.0,0.0,False,"(-0.022, 2.2]","(-0.022, 2.2]","(-0.022, 2.2]","(-0.022, 2.2]","(-0.022, 2.2]",string
51,dob_monthyear,string,date datetime datetime64 time timedelta timedelta64 period,c,29421,0,0.0,1.0,0.0,False,2017-06,2014-03,2017-10,2015-05,2017-07,datetime
52,color,string mixed categorical boolean unicode,string mixed categorical boolean unicode,m,78256,0,0.0,1.248773257002658,0.43427808184396177,False,Apricot,Blue/White,Orange Tabby,Brown/White,Black/Black,string
52,age_upon_outcome,string,floating mixed-integer mixed-integer-float decimal complex,a,78256,8,0.00010222858311183808,1.9998977714168882,0.010110298335293227,False,1 year,8 months,3 months,6 years,1 year,string
52,date_of_birth,string,date datetime datetime64 time timedelta timedelta64 period,c,78256,0,0.0,1.0,0.0,False,2015-02-25T00:00:00,2011-04-25T00:00:00,2015-10-25T00:00:00,2013-03-21T00:00:00,2017-12-15T00:00:00,datetime
52,datetime,date datetime datetime64 time timedelta timedelta64 period,date datetime datetime64 time timedelta timedelta64 period,c,78256,0,0.0,1.0,0.0,False,2017-04-09T09:42:00,2016-08-05T16:34:00,2017-01-30T17:45:00,2017-07-15T19:06:00,2015-04-28T00:00:00,datetime
52,monthyear,date datetime datetime64 time timedelta timedelta64 period,date datetime datetime64 time timedelta timedelta64 period,c,78256,0,0.0,1.0,0.0,False,2017-08-17T00:00:00,2017-10-20T15:28:00,2015-12-15T17:25:00,2016-06-22T09:28:00,2017-06-06T15:21:00,datetime
56,publish_date,string,date datetime datetime64 time timedelta timedelta64 period,c,1103665,0,0.0,1.0,0.0,False,20160312,20140124,20091202,20111213,20041018,datetime
56,headline_text,string,string mixed-integer mixed-integer-float,g,1103665,0,0.0,6.4063415982204726,1.8061298152931708,True,ramakrishna mission continues fiji relief work one,hawks down dogs in launceston,vic labor punished for not admitting mistakes,govts new anti terror measures quite reasonable,tobacco sales children operation,string
59,film_date,string,date datetime datetime64 time timedelta timedelta64 period,c,2550,0,0.0,1.0,0.0,False,1109376000,1157673600,1278633600,1468281600,1201910400,integer
59,published_date,string,date datetime datetime64 time timedelta timedelta64 period,c,2550,0,0.0,1.0,0.0,False,1496400857,1285231620,1386691218,1170979860,1337785331,integer
59,description,string mixed-integer mixed-integer-float,string mixed-integer mixed-integer-float,g,2550,0,0.0,51.86666666666667,18.103977102507187,False,"Before he was a legend, architect Frank Gehry takes a whistlestop tour of his early work, from his house in Venice Beach to the American Center in Paris, which was under construction (and much on his mind) when he gave this talk.","What caused the war in Syria? Oppression, drought and religious differences all played key roles, but Marwa Al-Sabouni suggests another reason: architecture. Speaking to us over the Internet from Homs, where for the last six years she has watched the war tear her city apart, Al-Sabouni suggests that Syria's architecture divided its once tolerant and multicultural society into single-identity enclaves defined by class and religion. The country's future now depends on how it chooses to rebuild.","In this delightful talk, philosopher Yann Dall'Aglio explores the universal search for tenderness and connection in a world that's ever more focused on the individual. As it turns out, it's easier than you think. A wise and witty reflection on the state of love in the modern age. In French with subtitles.","Why, why, why does our education system look so similar to the way it did 50 years ago? Millions of students were failing then, as they are now -- and it’s because we’re clinging to a business model that clearly doesn’t work. Education advocate Geoffrey Canada dares the system to look at the data, think about the customers and make systematic shifts in order to help greater numbers of kids excel. ","A clay cylinder covered in Akkadian cuneiform script, damaged and broken, the Cyrus Cylinder is a powerful symbol of religious tolerance and multi-culturalism. In this enthralling talk Neil MacGregor, Director of the British Museum, traces 2600 years of Middle Eastern history through this single object.",string
59,name,string mixed categorical boolean unicode,string mixed-integer mixed-integer-float,g,2550,0,0.0,8.34,2.322626977891924,False,Joseph Nye: Global power shifts,Jenni Chang and Lisa Dazols: This is what LGBT life is like around the world,Krista Tippett: Reconnecting with compassion,Julian Assange: Why the world needs WikiLeaks,Faith Jegede Cole: What I've learned from my autistic brothers,string
59,ratings,string,string mixed categorical boolean unicode,i,2550,0,0.0,84.0,0.0,False,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 72}, {'id': 1, 'name': 'Beautiful', 'count': 160}, {'id': 9, 'name': 'Ingenious', 'count': 136}, {'id': 10, 'name': 'Inspiring', 'count': 236}, {'id': 22, 'name': 'Fascinating', 'count': 162}, {'id': 24, 'name': 'Persuasive', 'count': 26}, {'id': 8, 'name': 'Informative', 'count': 96}, {'id': 25, 'name': 'OK', 'count': 37}, {'id': 2, 'name': 'Confusing', 'count': 1}, {'id': 26, 'name': 'Obnoxious', 'count': 3}, {'id': 3, 'name': 'Courageous', 'count': 17}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 7, 'name': 'Funny', 'count': 8}, {'id': 21, 'name': 'Unconvincing', 'count': 3}]","[{'id': 24, 'name': 'Persuasive', 'count': 108}, {'id': 22, 'name': 'Fascinating', 'count': 194}, {'id': 9, 'name': 'Ingenious', 'count': 118}, {'id': 25, 'name': 'OK', 'count': 98}, {'id': 21, 'name': 'Unconvincing', 'count': 77}, {'id': 8, 'name': 'Informative', 'count': 263}, {'id': 2, 'name': 'Confusing', 'count': 40}, {'id': 7, 'name': 'Funny', 'count': 29}, {'id': 10, 'name': 'Inspiring', 'count': 47}, {'id': 26, 'name': 'Obnoxious', 'count': 17}, {'id': 11, 'name': 'Longwinded', 'count': 25}, {'id': 1, 'name': 'Beautiful', 'count': 32}, {'id': 3, 'name': 'Courageous', 'count': 6}, {'id': 23, 'name': 'Jaw-dropping', 'count': 10}]","[{'id': 9, 'name': 'Ingenious', 'count': 189}, {'id': 7, 'name': 'Funny', 'count': 169}, {'id': 1, 'name': 'Beautiful', 'count': 225}, {'id': 10, 'name': 'Inspiring', 'count': 124}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 22, 'name': 'Fascinating', 'count': 117}, {'id': 21, 'name': 'Unconvincing', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 23, 'name': 'Jaw-dropping', 'count': 133}, {'id': 3, 'name': 'Courageous', 'count': 11}, {'id': 26, 'name': 'Obnoxious', 'count': 11}, {'id': 25, 'name': 'OK', 'count': 17}, {'id': 24, 'name': 'Persuasive', 'count': 8}, {'id': 8, 'name': 'Informative', 'count': 4}]","[{'id': 7, 'name': 'Funny', 'count': 86}, {'id': 8, 'name': 'Informative', 'count': 471}, {'id': 22, 'name': 'Fascinating', 'count': 196}, {'id': 21, 'name': 'Unconvincing', 'count': 48}, {'id': 1, 'name': 'Beautiful', 'count': 30}, {'id': 25, 'name': 'OK', 'count': 97}, {'id': 24, 'name': 'Persuasive', 'count': 114}, {'id': 10, 'name': 'Inspiring', 'count': 150}, {'id': 2, 'name': 'Confusing', 'count': 15}, {'id': 11, 'name': 'Longwinded', 'count': 29}, {'id': 3, 'name': 'Courageous', 'count': 21}, {'id': 9, 'name': 'Ingenious', 'count': 35}, {'id': 23, 'name': 'Jaw-dropping', 'count': 8}, {'id': 26, 'name': 'Obnoxious', 'count': 4}]","[{'id': 23, 'name': 'Jaw-dropping', 'count': 241}, {'id': 22, 'name': 'Fascinating', 'count': 245}, {'id': 10, 'name': 'Inspiring', 'count': 316}, {'id': 8, 'name': 'Informative', 'count': 82}, {'id': 3, 'name': 'Courageous', 'count': 51}, {'id': 9, 'name': 'Ingenious', 'count': 186}, {'id': 21, 'name': 'Unconvincing', 'count': 9}, {'id': 24, 'name': 'Persuasive', 'count': 29}, {'id': 1, 'name': 'Beautiful', 'count': 50}, {'id': 25, 'name': 'OK', 'count': 18}, {'id': 26, 'name': 'Obnoxious', 'count': 18}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 7, 'name': 'Funny', 'count': 0}]",string
59,related_talks,string,string mixed categorical boolean unicode,i,2550,0,0.0,119.26313725490196,14.562030063469734,False,"[{'id': 2005, 'hero': 'https://pe.tedcdn.com/images/ted/b461c894fded8e980e3d7ce3ca206b059d431c05_1600x1200.jpg', 'speaker': 'Andrew Solomon', 'title': 'How the worst moments in our lives make us who we are', 'duration': 1227, 'slug': 'andrew_solomon_how_the_worst_moments_in_our_lives_make_us_who_we_are', 'viewed_count': 4801526}, {'id': 2370, 'hero': 'https://pe.tedcdn.com/images/ted/f3d0420b123a32fe10941e2cda324cf4f195bf15_2880x1620.jpg', 'speaker': 'Jenni Chang and Lisa Dazols', 'title': 'This is what LGBT life is like around the world', 'duration': 710, 'slug': 'jenni_chang_and_lisa_dazols_this_is_what_lgbt_life_is_like_around_the_world', 'viewed_count': 1609143}, {'id': 2629, 'hero': 'https://pe.tedcdn.com/images/ted/fd16dadd0cc16a55cd8ddd0016e1931af08329ab_2880x1620.jpg', 'speaker': 'Kimberlé Crenshaw', 'title': 'The urgency of intersectionality', 'duration': 1129, 'slug': 'kimberle_crenshaw_the_urgency_of_intersectionality', 'viewed_count': 857331}, {'id': 2252, 'hero': 'https://pe.tedcdn.com/images/ted/374906e7e2a0f3970763c48ce8e7cc28614444a0_2880x1620.jpg', 'speaker': 'Esther Perel', 'title': 'Rethinking infidelity ... a talk for anyone who has ever loved', 'duration': 1291, 'slug': 'esther_perel_rethinking_infidelity_a_talk_for_anyone_who_has_ever_loved', 'viewed_count': 8219022}, {'id': 2590, 'hero': 'https://pe.tedcdn.com/images/ted/258c5275b201c958dcd88d088ef3205f9b82c20c_2880x1620.jpg', 'speaker': 'Helen Fisher', 'title': ""Technology hasn't changed love. Here's why"", 'duration': 1145, 'slug': 'helen_fisher_technology_hasn_t_changed_love_here_s_why', 'viewed_count': 1593464}, {'id': 1961, 'hero': 'https://pe.tedcdn.com/images/ted/e144118ac42866b5861a03ca4eadda226343e889_1600x1200.jpg', 'speaker': 'Geena Rocero', 'title': 'Why I must come out', 'duration': 599, 'slug': 'geena_rocero_why_i_must_come_out', 'viewed_count': 3133217}]","[{'id': 2212, 'hero': 'https://pe.tedcdn.com/images/ted/95a4015b80150ecd8795e24793648c5877612d20_2880x1620.jpg', 'speaker': 'Alison Killing', 'title': 'There’s a better way to die, and architecture can help', 'duration': 279, 'slug': 'alison_killing_there_s_a_better_way_to_die_and_architecture_can_help', 'viewed_count': 1231204}, {'id': 1744, 'hero': 'https://pe.tedcdn.com/images/ted/48545da0486207f2d154d3699b5c5a0ba314245f_1600x1200.jpg', 'speaker': 'Judy MacDonald Johnston', 'title': 'Prepare for a good end of life', 'duration': 363, 'slug': 'judy_macdonald_johnston_prepare_for_a_good_end_of_life', 'viewed_count': 1467982}, {'id': 2325, 'hero': 'https://pe.tedcdn.com/images/ted/629930bb607d58f65c9b70beab410660a9afd904_2880x1620.jpg', 'speaker': 'BJ Miller', 'title': 'What really matters at the end of life', 'duration': 1147, 'slug': 'bj_miller_what_really_matters_at_the_end_of_life', 'viewed_count': 6214169}, {'id': 2707, 'hero': 'https://pe.tedcdn.com/images/ted/2eb99d9f7343faae8b7af40447b4992dd5a9325c_2880x1620.jpg', 'speaker': 'Caitlin Doughty', 'title': 'A burial practice that nourishes the planet', 'duration': 714, 'slug': 'caitlin_doughty_a_burial_practice_that_nourishes_the_planet', 'viewed_count': 933958}, {'id': 2808, 'hero': 'https://pe.tedcdn.com/images/ted/791f41657191c5eb23660dc8ce747ae9159fa531_2880x1620.jpg', 'speaker': 'Katrina Spade', 'title': 'When I die, recompose me', 'duration': 777, 'slug': 'katrina_spade_when_i_die_recompose_me', 'viewed_count': 977450}, {'id': 1832, 'hero': 'https://pe.tedcdn.com/images/ted/f536277c81df0ee6ccee87ba3d6f7fa188079a38_1600x1200.jpg', 'speaker': 'Kelli Swazey', 'title': ""Life that doesn't end with death"", 'duration': 834, 'slug': 'kelli_swazey_life_that_doesn_t_end_with_death', 'viewed_count': 1538674}]","[{'id': 919, 'hero': 'https://pe.tedcdn.com/images/ted/185245_800x600.jpg', 'speaker': 'Naif Al-Mutawa', 'title': 'Superheroes inspired by Islam', 'duration': 1102, 'slug': 'naif_al_mutawa_superheroes_inspired_by_islam', 'viewed_count': 819365}, {'id': 934, 'hero': 'https://pe.tedcdn.com/images/ted/192130_800x600.jpg', 'speaker': 'Jamil Abu-Wardeh', 'title': 'The Axis of Evil Middle East Comedy Tour', 'duration': 539, 'slug': 'jamil_abu_wardeh_bringing_comedy_to_the_axis_of_evil', 'viewed_count': 799858}, {'id': 1767, 'hero': 'https://pe.tedcdn.com/images/ted/6b91d43e0fdb35ff427c208463df79c0648fc925_1600x1200.jpg', 'speaker': 'Manal al-Sharif', 'title': 'A Saudi woman who dared to drive', 'duration': 856, 'slug': 'manal_al_sharif_a_saudi_woman_who_dared_to_drive', 'viewed_count': 1492147}, {'id': 358, 'hero': 'https://pe.tedcdn.com/images/ted/55011_480x360.jpg', 'speaker': 'Noah Feldman', 'title': 'Politics and religion are technologies', 'duration': 907, 'slug': 'noah_feldman_says_politics_and_religion_are_technologies', 'viewed_count': 385655}, {'id': 2442, 'hero': 'https://pe.tedcdn.com/images/ted/f77d0c240a6ee7949e797fe48e1da106da370e80_2880x1620.jpg', 'speaker': 'Dalia Mogahed', 'title': ""What it's like to be Muslim in America"", 'duration': 976, 'slug': 'dalia_mogahed_what_do_you_think_when_you_look_at_me', 'viewed_count': 2520089}, {'id': 710, 'hero': 'https://pe.tedcdn.com/images/ted/126511_800x600.jpg', 'speaker': 'Shereen El Feki', 'title': 'Pop culture in the Arab world', 'duration': 305, 'slug': 'shereen_el_feki_pop_culture_in_the_arab_world', 'viewed_count': 483139}]","[{'id': 2158, 'hero': 'https://pe.tedcdn.com/images/ted/42cb87244761c0e3654fcb695b3ea4bee52b18c4_2880x1620.jpg', 'speaker': 'Erin McKean', 'title': 'Go ahead, make up new words!', 'duration': 412, 'slug': 'erin_mckean_go_ahead_make_up_new_words', 'viewed_count': 1545652}, {'id': 1718, 'hero': 'https://pe.tedcdn.com/images/ted/a0e809d8e0296630786284a24efab02ad0dcf31d_1600x1200.jpg', 'speaker': 'John McWhorter', 'title': 'Txtng is killing language. JK!!!', 'duration': 828, 'slug': 'john_mcwhorter_txtng_is_killing_language_jk', 'viewed_count': 2162583}, {'id': 2022, 'hero': 'https://pe.tedcdn.com/images/ted/1a66dc4c95d485cb2d14363a1a6e052325520093_2400x1800.jpg', 'speaker': 'Anne Curzan ', 'title': 'What makes a word ""real""?', 'duration': 1033, 'slug': 'anne_curzan_what_makes_a_word_real', 'viewed_count': 1631941}, {'id': 2508, 'hero': 'https://pe.tedcdn.com/images/ted/b92e054753657bc4f78d834ba9badbf34d80080b_2880x1620.jpg', 'speaker': 'Lidia Yuknavitch', 'title': 'The beauty of being a misfit', 'duration': 778, 'slug': 'lidia_yuknavitch_the_beauty_of_being_a_misfit', 'viewed_count': 2190914}, {'id': 1776, 'hero': 'https://pe.tedcdn.com/images/ted/923234dff1a7a0c6e9c58e3bec627d15098fbc9d_1600x1200.jpg', 'speaker': 'Bob Mankoff', 'title': 'Anatomy of a New Yorker cartoon', 'duration': 1259, 'slug': 'bob_mankoff_anatomy_of_a_new_yorker_cartoon', 'viewed_count': 1168196}, {'id': 182, 'hero': 'https://pe.tedcdn.com/images/ted/b8975cef603ff7110ea49f95c3e197866b5c397f_1600x1200.jpg', 'speaker': 'Maira Kalman', 'title': 'The illustrated woman', 'duration': 1050, 'slug': 'maira_kalman_the_illustrated_woman', 'viewed_count': 672295}]","[{'id': 1192, 'hero': 'https://pe.tedcdn.com/images/ted/28bced335898ba54d4441809c5b1112ffaf36781_800x600.jpg', 'speaker': 'Mikko Hypponen', 'title': 'Fighting viruses, defending the net', 'duration': 1054, 'slug': 'mikko_hypponen_fighting_viruses_defending_the_net', 'viewed_count': 1660809}, {'id': 1107, 'hero': 'https://pe.tedcdn.com/images/ted/262a2bfc91f472ffd30afc8f2dec594b0670233f_800x600.jpg', 'speaker': 'Ralph Langner', 'title': 'Cracking Stuxnet, a 21st-century cyber weapon', 'duration': 640, 'slug': 'ralph_langner_cracking_stuxnet_a_21st_century_cyberweapon', 'viewed_count': 1349033}, {'id': 1221, 'hero': 'https://pe.tedcdn.com/images/ted/9f06890a2cefbba85fe1f502d11e5b58179a8fb7_800x600.jpg', 'speaker': 'Misha Glenny', 'title': 'Hire the hackers!', 'duration': 1119, 'slug': 'misha_glenny_hire_the_hackers', 'viewed_count': 1264978}, {'id': 2668, 'hero': 'https://pe.tedcdn.com/images/ted/bb8680376dcbdcaa63f8046ea8342d313d92761b_2880x1620.jpg', 'speaker': 'Caleb Barlow', 'title': 'Where is cybercrime really coming from?', 'duration': 867, 'slug': 'caleb_barlow_where_is_cybercrime_really_coming_from', 'viewed_count': 1304105}, {'id': 1693, 'hero': 'https://pe.tedcdn.com/images/ted/fc7b6c0a7974f84b6fd218a3409eb5248d214aad_1600x1200.jpg', 'speaker': 'Danny Hillis', 'title': 'The Internet could crash. We need a Plan B', 'duration': 751, 'slug': 'danny_hillis_the_internet_could_crash_we_need_a_plan_b', 'viewed_count': 1265179}, {'id': 2019, 'hero': 'https://pe.tedcdn.com/images/ted/d7ffad9a704353886a479f2b9acadada4a48855c_2400x1800.jpg', 'speaker': 'Keren Elazari', 'title': ""Hackers: the Internet's immune system"", 'duration': 999, 'slug': 'keren_elazari_hackers_the_internet_s_immune_system', 'viewed_count': 2120288}]",string
59,speaker_occupation,string,string mixed categorical boolean unicode,m,2550,6,0.002352941176470588,2.036078431372549,1.1005668386779328,True,Recovering politician,Educator,Journalist,Planet walker,Robotics designer,string
59,tags,string,string mixed-integer mixed-integer-float,b,2550,0,0.0,8.641960784313726,5.1202830113294695,False,"['TEDx', 'aging', 'culture', 'health care', 'medicine', 'self', 'storytelling']","['TED-Ed', 'oceans']","['global issues', 'peace', 'social change', 'women']","['architecture', 'cities', 'design', 'infrastructure']","['Africa', 'culture', 'entertainment', 'global issues', 'literature', 'poetry', 'storytelling']",string
59,title,string mixed-integer mixed-integer-float,string mixed-integer mixed-integer-float,g,2550,0,0.0,6.221176470588236,2.2595554369786326,True,A political party for women's equality,Simplicity sells,The web as art,What really motivates people to be honest in business,Use data to build better schools,string
59,url,string,string,h,2550,0,0.0,1.0,0.0,False,"https://www.ted.com/talks/david_birch_identity_without_a_name
","https://www.ted.com/talks/jamil_abu_wardeh_bringing_comedy_to_the_axis_of_evil
","https://www.ted.com/talks/dianna_cohen_tough_truths_about_plastic_pollution
","https://www.ted.com/talks/jill_sobule_sings_to_al_gore
","https://www.ted.com/talks/wanda_diaz_merced_how_a_blind_astronomer_found_a_way_to_hear_the_stars
",string
90,taster_twitter_handle,string,string mixed categorical boolean unicode,i,129971,31213,0.2401535727200683,1.0,0.0,False,@laurbuzz,NANVAL!,@vossroger,@wineschach,NANVAL!,string
90,description,string mixed-integer mixed-integer-float,string mixed-integer mixed-integer-float,g,129971,0,0.0,40.38443960575821,11.113558218116506,True,"Extremely smooth and inviting from the beginning through the midsection and onto the finish. Toffee and warm cobbler aromas start it off and lead to a textured, elegant palate with toasty, nutty flavors and a pinch of salt. The finish is robust, and at all points it's a take-charge wine. An amontillado for connoisseurs and anyone eager to enjoy the finer points of the style.","This is a very Douro blend for this wine from Lisboa region. It brings structure and minerality to fill out the dark-black fruits. With ripe tannins and bright acidity balancing the fruit, it is ready to drink.","This super-ripe wine is laced with powerful black fruits and spice from wood aging. It is forward and bold, not holding back in flavors and richness. Drink now.","Celery, lemon and zesty grapefruit are the dominating aromatic trio on this slender, moreish offering. The palate is balanced—even rounded—for such a slender, zippy and refreshing wine. The aromatic intensity becomes even more pronounced on the palate.","Dry spicy aromas accent woodsy berry scents. A tight focused palate jabs with acidity and poking tannins, while this tastes of lightly herbal cherry and berry fruit. Spicy flavors on a healthy finish help this along.",string
90,title,string mixed-integer mixed-integer-float,string mixed categorical boolean unicode,k,129971,0,0.0,7.681113479160737,1.992351806598292,True,Ferreira NV Porto Branco  (Port),Cruzat NV Extra Brut Cuvée Réserve Sparkling (Valle de Uco),Schug 2014 Schug Estate Chardonnay (Carneros),La Cappuccina 2012 Fontego  (Soave),Les Vignobles Gueissard 2013 Cuvée G Rosé (Côtes de Provence),string
93,word_score,string,string,n,1191,1148,0.9638958858102435,1.0,0.0,False,NANVAL!,NANVAL!,NANVAL!,NANVAL!,),string
93,title,string mixed-integer mixed-integer-float,string mixed categorical boolean unicode,m,1191,0,0.0,2.5390428211586897,1.7639772890884726,True,Shine,Pale Horses,Abandon,Acid Rap,Mr. Wonderful,string
93,review_date,string,date datetime datetime64 time timedelta timedelta64 period,c,1191,0,0.0,1.0,0.0,False,2014-12-07,2018-02-22,2014-03-24,2015-05-19,2013-05-02,datetime
93,best_tracks,string,string mixed-integer mixed-integer-float,b,1191,0,0.0,14.064651553316539,9.958521104802148,False,"['RHESUS NEGATIVE ', 'SILENT TREATMENT ', 'MINNESOTA / EAS FORS / NAKED']",[],"['FETISH ', 'LULLABY']","['GLORY ', 'PULL UP']","['WHEN IT RAIN ', 'PNEUMONIA ', 'REALLY DOE ', ""AIN'T IT FUNNY "", 'DANCE IN THE WATER ', 'FROM THE GROUND ', 'GET HI ', 'LOST ', ""TELL ME WHAT I DON'T KNOW "", 'ROLLING STONE']",string
